Num,Document ,url,type,Pub_date,Access_date,Search,Databse,Type_actor,Condensed_gov_actors,Condensed_level,Condensed_function,Political_actor,Pol_actor_persp,Law_detailed,State_of_science,Process_as_is,Distinct_population,Recovery_goals,Agency_capacity,Human_wildlife_conflict,Native_persp,Costs_mgmt,Privateland_losshabitat,Hunting_mgmt,Climate_change
474,Montana approves management plan if grizzlies lose endangered species protection,https://www.proquest.com/docview/2224713932/Record/424BAFE4806043A1PQ/170?accountid=14793&sourcetype=Newspapers,Newspaper,12/10/18,7/26/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Nick GevockMontana Wildlife Federation spokesman,Supported delisting,It’s scientifically sound and has plenty of safeguards Gevock told the commissioners. It’s a good rule and we strongly support it.          The rule doesn’t set an upper limit for the grizzly population in the NCDE. That’s in part because the bears themselves may find a carrying capacity. It may also depend on how people around the core habitat grow to tolerate or dislike the bears.,,,,,,,,,,,
494,Grizzly bill gets hearing,https://www.proquest.com/docview/2492053094/424BAFE4806043A1PQ/179?accountid=14793&sourcetype=Newspapers,Newspaper,9/9/20,7/26/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,University,Public,Public,Public,John Leshy University of California law professor ,countered that Congress explicitly included judicial review in the drafting of the Endangered Species Act on an overwhelming bipartisan vote when it was approved in 1973. He suggested it was better for the federal government to come up with a better rule that would pass legal muster.,,,,,,,,,,,,
515,U.S. May Bump Montana Grizzlies Off Protected List: BEARS: Move to Drop Protections on Grizzlies,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/historical-newspapers/u-s-may-bump-montana-grizzlies-off-protected-list/docview/154922138/se-2?accountid=14793,Historical Newspaper,12/13/86,7/29/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Keith Haugland marketing director for the Great Falls Tribune,,,,,,,,,,,Haugland predicted that if the bear is removed from the list the oil and gas industry would have no problem following grizzly bear restrictions imposed by the state to protect bear habitat while exploring petroleum reserves. By taking the bear off the federal protection lists he estimated another 600000 acres of federal lands would be available for exploration. Dunkle could not confirm the precise number of acres involved.,,
524,Yellowstones grizzly bears are back,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/yellowstone-s-grizzly-bears-are-back/docview/1771288178/se-2?accountid=14793,Newspaper,3/3/16,7/29/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Todd Wilkinson an environmental writer in Montana and author,,,,,,The U.S. Fish and Wildlife Service announced Thursday that grizzly bears have made a thorough recovery and can be delisted from the Endangered Species Act a milestone sign that conservation can succeed for a population devastated by hunting in the 1900s.This is really momentous bigger than recovering the bald eagle says Todd Wilkinson an environmental writer in Montana and author of the book Grizzly: The Bears of Greater Yellowstone. This is recovering a fearsome and inspiring large mammal.,,,,,,,
553,Survey results show Montanans love grizzlies they also want to hunt them,https://www.proquest.com/docview/2620903852/A0E014F73A5F4AF3PQ/284?accountid=14793&sourcetype=Newspapers,Newspaper,1/18/22,7/29/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,University,Public,Public,Public,Chris Darimont at the University of Victoria in British Columbia,,,,,,,,,,,,The killing of large carnivores for trophy and not food conducted by few hunters has potential to threaten the social license to hunt afforded to the larger group who hunt for food ,
554,Survey results show Montanans love grizzlies they also want to hunt them,https://www.proquest.com/docview/2620903852/A0E014F73A5F4AF3PQ/284?accountid=14793&sourcetype=Newspapers,Newspaper,1/18/22,7/29/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Canadian Government (retired),Public,Public,Public,Kevin Van Tighem retired Canadian national parks superintendent and grizzly bear biologist.,,,,,,,,Far more people killed every year by mishandling of firearms and I know how you (Americans) think about firearms Van Tighem said. Your problem isn’t the bear. It s the fear.,,,,Those are just code words playing to a narrow political base looking for a way to rationalize killing a big predator countered Kevin Van Tighem a retired Canadian national parks superintendent and grizzly bear biologist. The number of bears is irrelevant. The question is: Can we achieve something useful for society by hunting?,
562,Northern U.S. states look to open Grizzly bear hunt; Officials look to open up trophy hunt as bear-human conflict rises.,https://www.proquest.com/docview/1223551511/A0E014F73A5F4AF3PQ/298?accountid=14793&sourcetype=Newspapers,Newspaper,12/5/12,7/29/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Dave Smith conservationist and author of a book on backcountry bear encounters,,,I think the plan is to delist grizzlies based on what we have now and then say Whoa were changing everything Smith said. They can manipulate the numbers any way they want.,,,,,,,,,said there would be nothing to stop government officials from raising those overall mortality limits so more hunting could be accommodated.,
564,A GRIZZLY SITUATION,https://www.proquest.com/docview/373692887/A0E014F73A5F4AF3PQ/304?accountid=14793&sourcetype=Newspapers,Newspaper,6/12/05,7/29/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Tom Bales rancher,,,,,,,,Its all about the kids he said. They go out to feed their cats and dogs. I just dont want to see the kids get hurt.,,,,,
565,A GRIZZLY SITUATION,https://www.proquest.com/docview/373692887/A0E014F73A5F4AF3PQ/304?accountid=14793&sourcetype=Newspapers,Newspaper,6/12/05,7/29/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Curt Bales Rnacher,Like many other ranchers Curt Bales said peaceful coexistence with bears is possible but only when the animals regain their fear of people.,,,,,,,These bears have been listed for so long that theyve become habituated to people and theyre unwild he said.,,,,,
568,A GRIZZLY SITUATION,https://www.proquest.com/docview/373692887/A0E014F73A5F4AF3PQ/304?accountid=14793&sourcetype=Newspapers,Newspaper,6/12/05,7/29/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Rick Felts Rancher,,,Where is that magic number where there are suddenly enough bears? he asked. When theres not enough bears to see from the road apparently that means theres not enough.,,,,,,,,,,
569,A GRIZZLY SITUATION,https://www.proquest.com/docview/373692887/A0E014F73A5F4AF3PQ/304?accountid=14793&sourcetype=Newspapers,Newspaper,6/12/05,7/29/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Bob Coe owner of Pahaska Teepee a lodge and cabin community in the Shoshone National Forest.,,,,,,The bears have reached the carrying capacity and theyre overpopulated said Bob Coe owner of Pahaska Teepee a lodge and cabin community in the Shoshone National Forest.,,,,,,,
572,A GRIZZLY SITUATION,https://www.proquest.com/docview/373692887/A0E014F73A5F4AF3PQ/304?accountid=14793&sourcetype=Newspapers,Newspaper,6/12/05,7/29/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Lee Livingston Rancher,,,,,,,,,,,,Ranchers and residents in the Wapiti area say they are eager for the change to state control and the implementation of limited grizzly hunting,
582,Scientists call for updated grizzly recovery plans,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/scientists-call-updated-grizzly-recovery-plans/docview/2314654078/se-2?accountid=14793,Newspaper,11/15/19,7/30/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Memeber of the Public,Public,Public,Public,Mike Bader grizzly bear advocate ,Pointing to the second straight year of record-high grizzly mortalities in the Northern Continental Divide Ecosystem large wildfires a changing climate that’s stifling food sources and landscapes crisscrossed with everything from Forest Service roads to highways the region’s most iconic species’ long-term survival is tenuous ,,Grizzly bear management in the Rocky Mountains has long been an exercise in political appeasement of economic interest he said. The best available scientific information is ignored or cited out of context to suit management prerogatives. Agency scientists and decision makers are now shackled by an unprecedented exploitative agenda.,,,,,,,,,,
585,Scientists call for updated grizzly recovery plans,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/scientists-call-updated-grizzly-recovery-plans/docview/2314654078/se-2?accountid=14793,Newspaper,11/15/19,7/30/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Researcher,Public,Public,Public,Frank Craighead author of numerous reports on grizzly bear ecology,,,,,,A lot of people will complain saying You are moving the goal posts; we said get 50 bears in the Cabinet-Yaak and now you’re moving that Craighead said. But it’s not a football game. It isn’t a game at all really. It’s real-time science on a changing landscape with changing climate with changing human and wildlife populations and we need to have flexibility and change the recovery plan as we move forward.,,,,,,,
604,There are no simple solutions,https://www.proquest.com/docview/1914102491/C963C26369EB41F4PQ/324?accountid=14793&sourcetype=Newspapers,Newspaper,6/28/17,7/30/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Kirk Moore Choteau resident and business owner,,,,,,,We just need to not have our hands tied with the management of these issues Kirk said. I dont want to have to be worried about a conflict. Its no different than anyone else. You dont want a predator living next to you or in your residence. Its just frustrating.,1) Are they waiting for more trouble you know? Kirk said. Are they waiting for someone to get mauled? We need immediate action. 2) We just need to not have our hands tied with the management of these issues Kirk said. I dont want to have to be worried about a conflict. Its no different than anyone else. You dont want a predator living next to you or in your residence. Its just frustrating.,,,,The ideal situation Kirk continued is to have a season for grizzly hunting to help manage the numbers. His argument is peppered with the reiteration that he doesnt want the bears gone just managed.,
605,There are no simple solutions,https://www.proquest.com/docview/1914102491/C963C26369EB41F4PQ/324?accountid=14793&sourcetype=Newspapers,Newspaper,6/28/17,7/30/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Mona Moore Choteau resident ,We dont want to see them gone from the ecosystem Mona said. We want to put the ecosystem in balance. We live here but we cant let the bears dictate our livelihood.,,,,,,,The situation is a difficult one Mona Moore explained. On one hand grain is an attractant for bears. On the other her livelihood depends on feeding her stock.,,,,There can be a win-win for everyone Mona said. We have friends who moved here from Alaska and they said theres a difference between bears here and bears there. Bears in Alaska respect humans and their space. Those that dont are eliminated.,
616,Dr. Barrie Gilbert: Grizzly bear expansion needs our welcome not our weapons,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/dr-barrie-gilbert-grizzly-bear-expansion-needs/docview/2732403146/se-2?accountid=14793,Newspaper,11/6/22,7/30/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Dr. Barrie Gilbert,,,,,,,,Grizzly bears are protected under the Endangered Species Act but their mortality rate is exploding mainly from human conflicts. Bears are expanding their range largely due to food shortages in places like the Greater Yellowstone Ecosystem. Grizzlies are confronted by armed people at cattle ranches and locations of unsecured foods and garbage.,,,,,Range expansion by bear populations is important for their long-term survival for two main reasons. One is a change in their food base due to climate warming. As plants and animals adapt often by moving north individual bears must explore new areas to survive. 
619,Voices: Time to Update Management of Grizzlys,https://www.proquest.com/docview/2264853733/C963C26369EB41F4PQ/328?accountid=14793&sourcetype=Newspapers,Newspaper,6/15/00,7/30/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Canadian Government,Public,Public,Public,Dionys deLeeuw Canadian Biologist,,,,,,,,,,,,The grizzly hunt was never any subject of Public dicussion. ,
625,Grizzly recovery faces cloudy future,https://www.proquest.com/docview/2224731077/C963C26369EB41F4PQ/333?accountid=14793&sourcetype=Newspapers,Newspaper,12/15/18,7/30/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Maggie Nutter Sweetgrass rancher ,highly critical of grizzly recovery efforts. She warned the committee that while it debated places to relocate misplaced grizzlies and proper food storage orders it also better think about guidelines for how sheriff’s deputies or garbage collectors should stay safe when getting bears out of city parks.                      As you write new rules think about what you’re saying and how people outside your realm perceive grizzlies Nutter said. Those are not my goals not my values and not my culture. You need to think about the bigger picture.,,,,,,,,,,,,
626,Grizzly recovery faces cloudy future,https://www.proquest.com/docview/2224731077/C963C26369EB41F4PQ/333?accountid=14793&sourcetype=Newspapers,Newspaper,12/15/18,7/30/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Sterling Miller spent a career studying grizzly ecology and hunting in Alaska and other parts of the world.,said attention to the hunting seasons may have clouded understanding of the bigger issues at stake.,,,,,Wyoming was ill-advised to proceed as aggressively as they did with their hunting proposal Miller said. I think delisting is a step toward recovery. We’re never going to get bears recovered in any sense similar to how they originally occurred and were distributed. We used to have little islands of human habitation surrounded by sea of habitat for large carnivores. Now we have little islands for those creatures surrounded by a sea of human-occupied landscapes. The best we can hope for is recovery in isolated large-as-possible islands.,,,,,,Wyoming was ill-advised to proceed as aggressively as they did with their hunting proposal Miller said. I think delisting is a step toward recovery. We’re never going to get bears recovered in any sense similar to how they originally occurred and were distributed. We used to have little islands of human habitation surrounded by sea of habitat for large carnivores. Now we have little islands for those creatures surrounded by a sea of human-occupied landscapes. The best we can hope for is recovery in isolated large-as-possible islands.,
632,Indianapolis native defends grizzly bears,https://www.proquest.com/docview/2113718145/C963C26369EB41F4PQ/335?accountid=14793&sourcetype=Newspapers,Newspaper,9/29/18,7/30/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Mike Coppes,,,,,,,,I was sure I was going to die because there was no way I could move he told the paper. He got my foot in his mouth and I thought my leg was lost.,,,,,He had a very strong opinion about climate change and the impact of climate change on available food sources said Coppes an argument he added piggybacked on others in the suit.
663,Noted author filmmaker advocates for grizzlies that saved his life,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/noted-author-filmmaker-advocates-grizzlies-that/docview/2618750348/se-2?accountid=14793,Newspaper,1/11/20,7/31/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Doug Peacock Grizzly bear advocate and filmmaker,,,Despite the gains Peacock remains disheartened by federal management of the species decrying the U.S. Fish and Wildlife Service’s attempts to delist the animals in 2007 and 2017. With state control seemingly on the horizon wildlife agencies in Montana Wyoming and Idaho made plans to resume grizzly bear hunting seasons.,,,,,,,,,,Starting this summer everyone can see there’s not a species you know of that’s not going to be on the endangered species list including two-legged ones Peacock said pointing to drought huge wildland fires melting ice caps rising sea levels and dangerously high temperatures in parts of the ocean. (Climate change) is coming for all of us.
688,U.S. Proposes Removing Yellowstone Grizzly Bears From Endangered Species List,https://www.proquest.com/docview/1783599804/56EE59CE9C5241F0PQ/355?accountid=14793&sourcetype=Other%20Sources,Other Source,4/22/16,7/31/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Kelly Mcevers,,,,,,Theres a big fight going on over grizzly bears at Yellowstone National Park. Theyve been on the endangered species list since 1975. And now the federal government says the population has recovered. The bears can come off the list. But many people dont want to see that happen. Montana Public Radios Eric Whitney reports.,,,,,,,
689,U.S. Proposes Removing Yellowstone Grizzly Bears From Endangered Species List,https://www.proquest.com/docview/1783599804/56EE59CE9C5241F0PQ/355?accountid=14793&sourcetype=Other%20Sources,Other Source,4/22/16,7/31/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Eric Whitney,,The U.S. Fish and Wildlife Service will continue to take Public comment on whether to delist Yellowstone-area grizzlies until May 10. The agency is aiming to make a final decision by the end of the year. For NPR News Im Eric Whitney in Missoula.,,,,Yellowstones grizzlies are among the most intensely studied animals anywhere in the world. And the federal government says its clear that the bear has rebounded.,, Mattson says climate change is diminishing other important grizzly food sources too. That means bears are roaming farther and taking more risks feeding on things like elk and domestic cattle. ,,,,,1) Whitebark pine trees are at the heart of the fight over protecting Yellowstones grizzlies. Despite their reputation as ferocious killers grizzlies here have long relied on seeds from whitebark pine trees as a primary food source and climate change is wiping out the trees. 2)  Mattson says climate change is diminishing other important grizzly food sources too. That means bears are roaming farther and taking more risks feeding on things like elk and domestic cattle. 
716,Yellowstones grizzly bears in danger,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/yellowstone-s-grizzly-bears-danger/docview/2054616399/se-2?accountid=14793,Newspaper,6/14/18,8/1/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,University,Public,Public,Public,David J. Mattson and Troy Merrill Northern Arizona University,,,,,,,,This is probably not surprising. David J. Mattson and Troy Merrill in a study for Northern Arizona University wrote: Grizzly bears in the contiguous United States die primarily because humans kill them. This is true now and has apparently been true since widespread contact with European settlers began in the mid-1800s.,,,,,The very habitat on which theyre dependent may also be problematic. According to the Mattson-Merrill study the apparent robustness of the ecosystem of the Yellowstone grizzly is deceptive. Yellowstones grizzlies are highly dependent on whitebark pine seeds and the continued existence of whitebark pine is in question under attack by beetles disease wildfires and climate change
724,Remember when the Government Moved Wolves Back Into Yellowstone? Well Now Theyre Hoping to Return the Grizzly to the Wilds of Idaho. The Welcome Wagon Is Not Waiting.; Howdy Neighbors!: [Home Edition],https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/remember-when-government-moved-wolves-back-into/docview/293229330/se-2?accountid=14793,Newspaper,12/24/95,8/1/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Lee Foss a third-generation Montanan ,,,Foss doesnt really mind the bears--they are a natural part of life in the Rockies and he even believes a few remain hidden in the Bitterroots. But he has seen federal officials screw up so many management decisions on land abutting his home from control of fires and wild horses to spread of pests and tree blights that he thinks putting grizzlies in their hands is like handing a loaded rifle to a toddler.Theres this saying--the last best place. And were it Foss said. But give the government enough money and theyll f- - - it up.,,,,,The owner of 200 head of cattle and 20 Arabian horses he worries most about a provision of the Endangered Species Act that allows grizzlies to be shot only if they endanger a life but not if they harm livestock or other property. What if a grizzly mauled his wifes beloved $100000 stallion? Is he supposed to sit around and watch? No one he says should tell someone what to do on his or her own land. No one. He doesnt even believe in zoning.When you survive off the land and thats what weve done you know what works and what doesnt Foss says. We have major problems going on in our national forest already and now they want to bring grizzlies in.,,,,,
727,The Grizzly at a Crossroads: [Science Desk],https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/grizzly-at-crossroads/docview/1785908870/se-2?accountid=14793,Newspaper,5/3/16,8/1/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,David Mattson a retired wildlife biologist,Why rush with a decision to delist when all indicators are of a population that is vulnerable and positioned to decline even more than they already have? he said.,,,,,,,,,,,,But the grizzly population is lower than federal officials believe and is dwindling according to David Mattson a retired wildlife biologist who has analyzed federal data. The delisting proposal has also given short shrift to the effects of warmer and drier weather he added. The ecosystem is unraveling because of climate change he said and will continue to do so as temperatures grow warmer.The decline of key bear foods like trout pine nuts and elk means the population may continue to drop Dr. Mattson said.Why rush with a decision to delist when all indicators are of a population that is vulnerable and positioned to decline even more than they already have? he said.
773,Grizzly Manifesto a passionate defence of the Great Bear,https://www.proquest.com/docview/578264644/7ACF392003EC4B8FPQ/686?accountid=14793&sourcetype=Newspapers,Newspaper,6/10/10,8/4/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Jeff Gailus,,,,What worries me the most is that despite all the evidence to the contrary Canadians tend to overestimate the degree to which their governments are looking after the environment.,,,,,,,,,Although climate change captures most of the headlines these days the grizzly bear is trying to tell us there are other problems afoot. Our governments are beholden to corporate interests and they have become unresponsive and unaccountable beasts Gailus writes.
781,House Natural Resources Subcommittee on Water Oceans and Wildlife Hearing,https://www.proquest.com/docview/2225709141/360C2A7E763F4311PQ/541?accountid=14793&sourcetype=Other%20Sources,Other Source,5/15/19,8/4/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,University,Public,Public,Public,Barrie Gilbert Conservation Ecologist and Emeritus Faculty Utah State University Ontario Canada,,,,,,,,,,,,1)  In an earlier document I addressed the impacts on the grizzly bear population of recent proposals that Wyoming and Idaho had authorized to issue hunting permits for 23 grizzly bears. Proposing a legal hunt on an animal population under the best practices and principles of modern wildlife management requires (a) evidence that the populations reproduction (natality over mortality) is adequate and sufficient to sustain a surplus for harvest without reducing that population and (b) that initiating a legal hunt has broad social acceptance based on the general Publics values in favor of such exploitation. 2)  Neither the federal nor state wildlife agencies have provided evidence that the Yellowstone Ecosystem grizzly bear population has a surplus of bear numbers that can sustain the current rate of mortality without a decline in the population. In the past two years these agencies have proceeded to plan a trophy hunt of grizzly bears which flies in the face of the values expressed in thousands of Public comments the overwhelming sentiment being against hunting these bears. ,Second the production of whitebark pine nuts (one of the two most important grizzly bear foods) while variable depending on the year has declined due to bark beetles and whitebark pine blister rust a disease that is killing large numbers of whitebark pine trees throughout the Rocky Mountains. Indeed scientists have predicted that virtually all of the whitebark pine in the Yellowstone ecosystem is projected to be lost due to the combined effects of disease and global climate change.
783,The legacy of the animals,https://www.proquest.com/docview/3079669452/360C2A7E763F4311PQ/545?accountid=14793&sourcetype=Newspapers,Newspaper,7/13/24,8/4/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,University,Public,Public,Public,Christopher Servheen from Montana State University,,,,Of course opponents of the Endangered Species Act use such figures as an argument to allow them to hunt grizzlies at least to a limited extent says Servheen.,,,,,,,,Of course opponents of the Endangered Species Act use such figures as an argument to allow them to hunt grizzlies at least to a limited extent says Servheen.,
784,The legacy of the animals,https://www.proquest.com/docview/3079669452/360C2A7E763F4311PQ/545?accountid=14793&sourcetype=Newspapers,Newspaper,7/13/24,8/4/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,University,Public,Public,Public,Cathy Whitlock a paleoclimatologist at Montana State University,,,,,,,,,,,,, At the event in Jackson she explained how the climate of the national parks has changed in recent decades. Since 1950 the average annual temperature has risen by around 1.3 degrees Celsius. At the same time the average snow cover has fallen by around 36 centimetres. The snow line has moved from 1800 meters to around 2600 meters in the winter months.
795,Grizzly advocates cant agree on whats best for the bear,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/grizzly-advocates-cant-agree-on-whats-best-bear/docview/2223819617/se-2?accountid=14793,Newspaper,10/17/17,8/5/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,University (retired),Public,Public,Public,Fred Allendorf a retired University of Montana conservation geneticist with equally renowned career experience in wildlife biology,,,,,,To do that Allendorf said those successful bears in Glacier National Park and the Bob Marshall Wilderness Complex had to acknowledge the far less-successful recovery zones in the Cabinet-Yaak and Selkirk mountains to the west. And the government hadn’t made that determination yet.,,,,,,,
798,Grizzly advocates cant agree on whats best for the bear,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/grizzly-advocates-cant-agree-on-whats-best-bear/docview/2223819617/se-2?accountid=14793,Newspaper,10/17/17,8/5/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Mike Bader Independent bear advocate ,Independent bear advocate Mike Bader challenged the delisting process from a more policy-focused perspective.,,,,,,,,,,The exact number of bears is less important than where and who they are Bader said. While they may be thriving in isolated wilderness areas between Glacier and Yellowstone national parks Bader said their long-term survival depends on the ability to travel between those ecosystems and reproduce. And those linkage corridors remain vulnerable to logging motorized disturbance housing development agricultural activity and a shoot-shovel-and-shut-up mentality toward co-existence with predators.,,State grizzly management plans also don’t account for climate change that might affect bears’ food sources political mandates to increase logging and forest management increased backcountry recreation and hunting pressure on grizzly populations in British Columbia and Alberta Bader said.
814,Draft grizzly habitat plan draws few opponents no allies at Missoula meeting,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/draft-grizzly-habitat-plan-draws-few-opponents-no/docview/2223923033/se-2?accountid=14793,Newspaper,1/3/18,8/5/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Louis Bruno East Glacier resident ,,,,,,,,I’m one of the few people who doesn’t live next to grizzly habitat — I live in grizzly habitat Bruno said. While he’s never personally seen one on his property his remote game cameras regularly captured images of them prowling around.We laugh at comments about not letting children out at night or letting them play in the woods Bruno said. The last thing a grizzly bear wants to be around is a bunch of screaming kids.,,,This is one place where the situation has gotten better for the bear Bruno said. If not for the Endangered Species Act I have no doubt there’d be oil fields on the Badger-Two Medicine today.,Delisting the grizzly would lead to state hunting seasons Bruno argued and the first bears killed likely would be the ones trying hardest to link the island populations of the Northern Continental Divide and Greater Yellowstone ecosystems.,
815,Draft grizzly habitat plan draws few opponents no allies at Missoula meeting,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/draft-grizzly-habitat-plan-draws-few-opponents-no/docview/2223923033/se-2?accountid=14793,Newspaper,1/3/18,8/5/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Patricia Ames,,,And the draft plan lacks any mechanism to connect those habitats critic Patricia Ames said. That was just one of the objections she raised.It appears hastily put together and greatly lacks any science-based criteria Ames said. The plan has no measuring criteria for changes in grizzly food sources climate shifts road activity increasing human populations agricultural pressures or recreation demands she added.,,,,,,,,,,
835,Urbanites glamorize deadly bears that attack ranchers,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/urbanites-glamorize-deadly-bears-that-attack/docview/2021283069/se-2?accountid=14793,Newspaper,3/31/18,8/6/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Charles C. Price,,,Charles Price whose ranching family is in its fourth fifth and six generations in the region knows the importance of Wyoming having the authority to manage the bear population consistent with human economic and safety needs. A former commissioner of the Wyoming Game and Fish Commission he and his colleagues were often frustrated by the intransigence of the Fish and Wildlife Service and the inflexibility of the Endangered Species Act.,,,,Charles Price whose ranching family is in its fourth fifth and six generations in the region knows the importance of Wyoming having the authority to manage the bear population consistent with human economic and safety needs. A former commissioner of the Wyoming Game and Fish Commission he and his colleagues were often frustrated by the intransigence of the Fish and Wildlife Service and the inflexibility of the Endangered Species Act.,,,,,,
841,Study predicts effects of climate change on critical grizzly food source,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/study-predicts-effects-climate-change-on-critical/docview/2211486138/se-2?accountid=14793,Newspaper,4/18/19,8/6/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Researcher ,Public,Public,Public,David Laskin,,,,,,,,Laskin said it could lead to increases in human-wildlife conflicts as bears search for food at times and places people arent used to seeing them.If they dont have the berry crop when they expect it it might push them to explore other resources and go into areas that they wouldnt normally spend time he said.That might lead to issues with human bear conflict and how that management of these issues plays out can have impacts on bears.,,,,,
848,Scientists deny grizzlies study an attempt to create false crisis: Criticism dismissed: Bear population actually increasing parks critics say: [National Edition],https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/scientists-deny-grizzlies-study-attempt-create/docview/330047987/se-2?accountid=14793,Newspaper,5/14/02,8/6/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Doug Leighton,,,The grizzly bear has become this big political football that people are using to get what they want says Mr. Leighton. The grizzly has become an industry. The more you can show there is a crisis the more money you can get from the Public.,,,,,,,,,,
856,Grizzly recovery faces cloudy future,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/grizzly-recovery-faces-cloudy-future/docview/2224731077/se-2?accountid=14793,Newspaper,12/15/18,8/6/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Researcher,Public,Public,Public,Sterling Miller Grizzly bear researcher  ,,,,,,,,,,,,Grizzly bear researcher Sterling Miller spent a career studying grizzly ecology and hunting in Alaska and other parts of the world. He said attention to the hunting seasons may have clouded understanding of the bigger issues at stake.Wyoming was ill-advised to proceed as aggressively as they did with their hunting proposal Miller said. I think delisting is a step toward recovery. We’re never going to get bears recovered in any sense similar to how they originally occurred and were distributed. We used to have little islands of human habitation surrounded by sea of habitat for large carnivores. Now we have little islands for those creatures surrounded by a sea of human-occupied landscapes. The best we can hope for is recovery in isolated large-as-possible islands.,
